BusinessName,Address,ZIP,DESCRIPT,Latitude,Longitude,Neighborhood_Geopy
Dunkin' Donuts,7 Walk Hill,2130,Eating & Drinking w/ Take Out,42.2956,-71.1161,Roslindale
Dunkin' Donuts,847 Dorchester,2125,Eating & Drinking w/ Take Out,42.3218,-71.057,Dorchester
Dunkin' Donuts,951 Bennington,2128,Eating & Drinking w/ Take Out,42.3859,-71.0083,East Boston
DUNKIN DONUTS',20 North,2109,Eating & Drinking w/ Take Out,42.3607,-71.0563,No Details
DUNKIN DONUTS',800 Boylston,2199,Eating & Drinking w/ Take Out,42.3473,-71.0815,Back Bay
DUNKIN' DONUTS #0311,818 Harrison,2118,Eating & Drinking,42.3347,-71.0735,South End
Dunkin Donuts (1447 Tremont St.),1447 Tremont,2120,Eating & Drinking w/ Take Out,42.332,-71.0968,Mission Hill
Dunkin Donuts (219 Cambridge),219 Cambridge,2134,Eating & Drinking w/ Take Out,42.3582,-71.1263,Allston
Dunkin Donuts (48 W Broadway),48 Broadway,2127,Eating & Drinking w/ Take Out,42.3424,-71.0557,South Boston
Dunkin Donuts (895 Morton St.),895 Morton,2126,Eating & Drinking w/ Take Out,42.2804,-71.0841,Mattapan
DUNKIN DONUTS (ALLSTON),509 Cambridge,2134,Eating & Drinking w/ Take Out,42.3534,-71.1385,Allston
Dunkin Donuts (Canal St.),168 Canal,2114,Eating & Drinking w/ Take Out,42.365,-71.0612,West End
DUNKIN DONUTS (CARNEY),2100 Dorchester,2124,Eating & Drinking w/ Take Out,42.278,-71.066,Dorchester
Dunkin Donuts (Causeway St.),55 Causeway,2114,Eating & Drinking w/ Take Out,42.3643,-71.0629,West End
DUNKIN DONUTS (CITY PLACE),8 Park,2116,Eating & Drinking w/ Take Out,42.3514,-71.0687,Back Bay
DUNKIN DONUTS (WEST ROXBURY),5305 Washington,2132,Eating & Drinking w/ Take Out,42.2586,-71.1607,Roxbury
Dunkin Donuts @ MBTA Station,145 Dartmouth,2116,Eating & Drinking w/ Take Out,42.3474,-71.0748,South End
DUNKIN DONUTS BLUE HILL AVE,456 Blue Hill,2121,Eating & Drinking w/ Take Out,42.3094,-71.082,Roxbury
Dunkin' Donuts Express,145 Dartmouth,2116,Eating & Drinking w/ Take Out,42.3474,-71.0748,South End
Dunkin Donuts Kiosk,640 Atlantic,2110,Eating & Drinking w/ Take Out,42.35,-71.0559,Downtown Boston
Dunkin Donuts(757 Centre St.),757 Centre,2130,Eating & Drinking w/ Take Out,42.3105,-71.1152,Jamaica Plain
Dunkin' Donuts(C.A. Donuts),155 Spring,2132,Eating & Drinking w/ Take Out,42.2765,-71.1668,Roxbury
DUNKIN DONUTS(FRANKLIN),265 Franklin,2110,Eating & Drinking w/ Take Out,42.3565,-71.0533,Downtown Boston
DUNKIN DONUTS(WOLCOTT SQ. LLC),942 Hyde Park,2136,Eating & Drinking w/ Take Out,42.2676,-71.1199,Hyde Park
Dunkin Donuts/1138 Washington St.,1138 Washington,2118,Eating & Drinking w/ Take Out,42.3437,-71.0658,South End
Dunkin Donuts/Airside,400 Terminal,2128,Eating & Drinking w/ Take Out,42.3669,-71.0209,East Boston
DUNKIN DONUTS/GALLERIA,340 Longwood,2115,Eating & Drinking w/ Take Out,42.3383,-71.107,Fenway/Kenmore
DUNKIN DONUTS/HYDE PK AVE,1800 Hyde Park,2136,Eating & Drinking w/ Take Out,42.2379,-71.1321,Hyde Park
DUNKIN DONUTS/SCNVANOS,440 Massachusetts,2118,Eating & Drinking w/ Take Out,42.3409,-71.0818,South End
DUNKIN' DONUTS/WATERMARK,1 Summer,2111,Eating & Drinking w/ Take Out,42.3547,-71.0602,Downtown Boston
DUNKIN' DONUTS-WATERMARK,111 State,2109,Eating & Drinking w/ Take Out,42.359,-71.0548,Downtown Boston
DUNKIN/DONUT/WATERMARK,630 Washington,2111,Eating & Drinking w/ Take Out,42.3522,-71.0624,Downtown Boston
DUNKIN'DONUTS/WATERMARK,101 Summer,2110,Eating & Drinking w/ Take Out,42.3536,-71.0582,Downtown Boston
Dunkin-Term E Airside,100 Terminal,2128,Eating & Drinking w/ Take Out,42.3645,-71.0218,East Boston
Durty Nellie's,108 Blackstone,2109,Eating & Drinking,42.3617,-71.0566,No Details
Eagle Cafe 7th Fl,160 Federal,2110,Eating & Drinking,42.354,-71.0559,Downtown Boston
Earl of Sandwich,1 Charles,2116,Eating & Drinking w/ Take Out,42.3515,-71.0674,No Details
Earl's Kitchen and Bar,800 Boylston,2199,Eating & Drinking,42.3473,-71.0815,Back Bay
East Roof Production Kitchen,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Eataly 1St. Floor,800 Boylston,2199,Eating & Drinking w/ Take Out,42.3473,-71.0815,Back Bay
Eaton Vance,90 Oliver,2110,Eating & Drinking,42.3563,-71.0518,Downtown Boston
EF Boston School,200 Lake,2135,Eating & Drinking,42.3471,-71.1632,Brighton
Effie's Kitchen,37 Poplar,2131,Eating & Drinking w/ Take Out,42.2861,-71.129,Roslindale
EGLESTON PIZZA,3080 Washington,2119,Eating & Drinking w/ Take Out,42.3154,-71.0984,Roxbury
El Barrio Mexican Grill,809 Harrison,2118,Eating & Drinking w/ Take Out,42.3358,-71.0743,South End
EL CHALAN,405 Chelsea,2128,Eating & Drinking w/ Take Out,42.3798,-71.027,East Boston
El Dugout,122 Seaver,2121,Eating & Drinking w/ Take Out,42.3099,-71.0915,Roxbury
EL EMBAJADOR RESTAURANT,3371 Washington,2130,Eating & Drinking w/ Take Out,42.3091,-71.1051,Jamaica Plain
El Jefe's Taqueria,80 Boylston,2116,Eating & Drinking,42.3522,-71.0649,Beacon Hill
El Jefe's Taqueria,957 Commonwealth,2215,Eating & Drinking,42.3519,-71.1189,Allston
El Jefe's Taqueria of Northeastern,269 Huntington,2115,Eating & Drinking,42.3422,-71.0862,Fenway/Kenmore
EL MONDONGUITO,219 Dudley,2119,Eating & Drinking,42.3284,-71.0807,Roxbury
El Oriental De Cuba,414 Centre,2130,Eating & Drinking,42.3208,-71.1105,Jamaica Plain
EL PAISA RESTAURANTE,88 Chelsea,2128,Eating & Drinking w/ Take Out,42.3722,-71.0364,East Boston
El Palmar Restaurant,290 Bennington,2128,Eating & Drinking w/ Take Out,42.379,-71.0286,East Boston
El Pelon,2193 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3403,-71.1664,Brighton
El Pelon Taqueria,84 Peterborough,2115,Eating & Drinking w/ Take Out,42.3431,-71.0991,Fenway/Kenmore
EL PENOL RESTAURANT,54 Bennington,2128,Eating & Drinking,42.3758,-71.0371,East Boston
El Recreo Coffee & Roastene,1872 Centre,2132,Eating & Drinking w/ Take Out,42.2857,-71.1554,Roxbury
El Rey Del Pollo Restautant,109 Blue Hill,2119,Eating & Drinking w/ Take Out,42.3212,-71.0777,Roxbury
El Triunfo Restaurant / Ali Baba,147 Berkeley,2118,Eating & Drinking,42.3435,-71.0648,South End
Elenas Cafe,424 Beacon,2115,Eating & Drinking,42.3518,-71.0868,Back Bay
Elephant & Castle Pub and Restaurant,161 Devonshire,2110,Eating & Drinking,42.3563,-71.0575,Downtown Boston
Emack & Bolio's,1 Chelsea,2129,Eating & Drinking w/ Take Out,42.3712,-71.0617,Charlestown
Emack & Bolio's,290 Newbury,2115,Eating & Drinking w/ Take Out,42.3488,-71.0846,Back Bay
Embassy Suites @Logan Airport,207 Porter,2128,Eating & Drinking,42.3704,-71.0317,East Boston
Embassy Suites Boston Kiosk,207 Porter,2128,Eating & Drinking w/ Take Out,42.3704,-71.0317,East Boston
EMC CLUB,4 Jersey,2215,Eating & Drinking,42.3467,-71.0987,Fenway/Kenmore
EMMETS/ROXANNE'S,6 Beacon,2108,Eating & Drinking,42.358,-71.0616,Beacon Hill
EMPIRE GARDEN,686 Washington,2111,Eating & Drinking,42.3513,-71.0626,No Details
Energize,610 Washington,2135,Eating & Drinking,42.3504,-71.1678,Brighton
ERIC LINDEMAN,25 Staniford,2114,Eating & Drinking,42.3622,-71.0635,West End
Erie Pub,791 Adams,2124,Eating & Drinking,42.2832,-71.056,Dorchester
Ernestos Pizza,69 Salem,2113,Eating & Drinking,42.3633,-71.0558,North End
Esperia Grill & Rotisserie,344 Washington,2135,Eating & Drinking w/ Take Out,42.3488,-71.1529,Brighton
Espresso Love Cafe,33 Broad,2109,Eating & Drinking,42.3584,-71.0545,Downtown Boston
Espresso Yourself,767 Centre,2130,Eating & Drinking,42.3103,-71.1155,Jamaica Plain
Essential Herb & Juice Cafe,501B Washington,2124,Eating & Drinking w/ Take Out,42.2942,-71.0721,Dorchester
Estella,49 Temple,2111,Eating & Drinking,42.3549,-71.0618,Downtown Boston
Esthetic Bean,16 Preble,2127,Eating & Drinking w/ Take Out,42.3296,-71.0563,South Boston
ETHEL & ANDY'S SUB SHOP,134 K,2127,Eating & Drinking w/ Take Out,42.3382,-71.0373,South Boston
Ethiopian Cafe,377 Centre,2130,Eating & Drinking,42.3224,-71.1091,Jamaica Plain
EUGENE O' NEILLS,3700 Washington,2130,Eating & Drinking,42.3005,-71.1128,Roslindale
EVA,279A Newbury,2115,Eating & Drinking,42.3493,-71.0844,Back Bay
Faccia Brutta,278 Newbury,2116,Eating & Drinking,42.3491,-71.0837,Back Bay
Fairouz Restaurant,5268 Washington,2132,Eating & Drinking,42.2593,-71.1589,Roxbury
FAJITAS & RITAS INC.,25 West,2111,Eating & Drinking,42.3548,-71.0624,Downtown Boston
Falafel King,262 Washington,2108,Eating & Drinking w/ Take Out,42.3577,-71.0578,Downtown Boston
Falafel King I I I,62 Summer,2110,Eating & Drinking,42.3543,-71.0586,Downtown Boston
Fan Fan Restaurant,15 Harvard,2136,Eating & Drinking,42.2564,-71.122,Hyde Park
FARAH'S CAFE RESTAURANT,1158 River,2136,Eating & Drinking,42.2564,-71.1203,Hyde Park
Felcaro Pizzeria,276 Cambridge,2114,Eating & Drinking,42.3609,-71.068,Beacon Hill
Fenway Cafe,61 Brookline,2215,Eating & Drinking w/ Take Out,42.3472,-71.0991,Fenway/Kenmore
Fidelity 245 Cafe,245 Summer,2210,Eating & Drinking,42.3514,-71.0539,Downtown Boston
Fidelity Beanery,245 Summer,2210,Eating & Drinking,42.3514,-71.0539,Downtown Boston
FIGARO'S BOSTON DELICATESSEN,105 Beach,2111,Eating & Drinking w/ Take Out,42.3507,-71.0583,Downtown Boston
FIG'S,42 Charles,2108,Eating & Drinking,42.3572,-71.0702,Beacon Hill
FIG'S,67 Main,2129,Eating & Drinking,42.3736,-71.0624,Charlestown
FILIPPO'S,283 Causeway,2114,Eating & Drinking,42.367,-71.0582,North End
FILL A BUSTER,130 Bowdoin,2108,Eating & Drinking w/ Take Out,42.3586,-71.0626,Beacon Hill
Finagle A Bagel,275 Cambridge,2114,Eating & Drinking w/ Take Out,42.3614,-71.0682,West End
FINAGLE-A-BAGEL,535 Boylston,2116,Eating & Drinking w/ Take Out,42.3509,-71.0756,Back Bay
FIN'S SUSHI & GRILL,240 Cambridge,2114,Eating & Drinking,42.361,-71.0669,Beacon Hill
FIN'S SUSHI & GRILL,62 Boylston,2116,Eating & Drinking,42.352,-71.0644,Downtown Boston
Fins Sushi & Grill  Inc.,354 Chestnut Hill,2135,Eating & Drinking w/ Take Out,42.3369,-71.1516,Brighton
Fiorella's Express,2 Tremont,2135,Eating & Drinking w/ Take Out,42.3506,-71.1723,Brighton
FIRE & ICE,31 Saint James,2116,Eating & Drinking,42.3511,-71.0746,Back Bay
FISHER COLLEGE,118 Beacon,2116,Eating & Drinking,42.3552,-71.0741,Back Bay
Fiskie's Cafe,27 Harbor Point,2125,Eating & Drinking,42.3189,-71.0423,Dorchester
Five Guys,1213 Commonwealth,2134,Eating & Drinking,42.3508,-71.1307,Allston
Five Guys,58 Summer,2110,Eating & Drinking,42.3544,-71.0587,Downtown Boston
Five Horses Tavern,535 Columbus,2118,Eating & Drinking,42.3419,-71.0806,South End
Five Spices House,58 Beach,2111,Eating & Drinking,42.3515,-71.0605,No Details
FLAMES RESTAURANT,1 Peabody,2124,Eating & Drinking,42.2861,-71.0637,Dorchester
FLAMES RESTAURANT,663 Morton,2126,Eating & Drinking w/ Take Out,42.2852,-71.0933,Mattapan
FLAMES RESTAURANT,746 Huntington,2116,Eating & Drinking w/ Take Out,42.3336,-71.1055,Mission Hill
Flat Black Coffee,260 Franklin,2109,Eating & Drinking,42.3569,-71.054,Downtown Boston
FLAT BLACK COFFEE CO. LTD.,1170 Washington,2124,Eating & Drinking w/ Take Out,42.2724,-71.0683,Dorchester
Flik @ Kirkland & Ellis,200 Clarendon,2116,Eating & Drinking,42.3492,-71.0751,Back Bay
Flik @ Putnam Investments,100 Federal,2110,Eating & Drinking,42.3548,-71.0561,Downtown Boston
Flik @ Re:Sources Cafe,33 Congress,2109,Eating & Drinking w/ Take Out,42.3578,-71.0569,Downtown Boston
Flik @ Skadden  Arps  Slate,500 Boylston,2116,Eating & Drinking,42.3505,-71.0739,Back Bay
Flik @ Willmer Hale Cafe,60 State,2109,Eating & Drinking w/ Take Out,42.3593,-71.0564,Downtown Boston
Flik International @ Merck & Co.,33 Avenue Louis Pasteur,2115,Eating & Drinking w/ Take Out,42.3398,-71.1033,Fenway/Kenmore
FLORENTINE CAFFE,333 Hanover,2113,Eating & Drinking,42.3643,-71.0537,North End
FLORIAN RESTAURANT,55 Hallet,2124,Eating & Drinking,42.2824,-71.0477,Dorchester
Florina Restaurant,16 Derne,2114,Eating & Drinking w/ Take Out,42.3595,-71.0634,Beacon Hill
Flour Bakery & Cafe,12 Farnsworth,2210,Eating & Drinking w/ Take Out,42.3514,-71.0488,South Boston
FLOUR BAKERY & CAFE,131 Clarendon,2116,Eating & Drinking,42.3484,-71.0738,Back Bay
FLOUR BAKERY & CAFE,1595 Washington,2114,Eating & Drinking w/ Take Out,42.3383,-71.0749,South End
Flying Embers,152 Hampden,2119,Eating & Drinking,42.3278,-71.0749,Roxbury
Fogo de Chao - Churrascaria,10 Huntington,2116,Eating & Drinking,42.3485,-71.0773,Back Bay
Fomu,477 Cambridge,2134,Eating & Drinking w/ Take Out,42.3538,-71.1373,Allston
Fomu,615 Centre,2130,Eating & Drinking w/ Take Out,42.3143,-71.1143,Jamaica Plain
Fomu Ice Cream,140 Brookline,2215,Eating & Drinking w/ Take Out,42.3449,-71.1007,Fenway/Kenmore
Food 4 Thought Cafe,145 Harrison,2118,Eating & Drinking,42.3499,-71.062,No Details
Food For The Soul,651 Warren,2121,Eating & Drinking w/ Take Out,42.3098,-71.083,Roxbury
Food Opera,81 Essex,2111,Eating & Drinking,42.3524,-71.0603,Downtown Boston
FOOD WALL CHINESE,387 Centre,2130,Eating & Drinking w/ Take Out,42.3223,-71.1096,Jamaica Plain
For Five Coffee Roasters,200 State,2109,Eating & Drinking w/ Take Out,42.36,-71.0532,No Details
Forcella,33 North,2113,Eating & Drinking,42.3635,-71.0539,North End
Ford Clubhouse,4 Jersey,2215,Eating & Drinking,42.3467,-71.0987,Fenway/Kenmore
FOREST HILLS PIZZA,3722 Washington,2130,Eating & Drinking w/ Take Out,42.3,-71.1133,Roslindale
Fort Hill Bar & Grill,2801 Washington,2119,Eating & Drinking,42.3217,-71.0922,Roxbury
Four Seasons Hotel Boston,200 Boylston,2116,Eating & Drinking,42.3522,-71.0681,No Details
Fox & The Knife,28 Broadway,2127,Eating & Drinking,42.3427,-71.0565,South Boston
Franciscan Children's Cafe,30 Warren,2134,Eating & Drinking,42.3502,-71.1446,Brighton
FRANKLIN CAFE,278 Shawmut,2118,Eating & Drinking,42.3429,-71.0689,South End
Fratello's Pizzeria & Shawarma  Inc.,563 Washington,2135,Eating & Drinking w/ Take Out,42.35,-71.1644,Brighton
Freeport Street Cafeteria,179 Freeport,2122,Eating & Drinking,42.3038,-71.0545,Dorchester
Fresh Food Generation,191 Talbot,2124,Eating & Drinking w/ Take Out,42.292,-71.0791,Mattapan
Fresh Fuel at Granby Commons,213 Bay State,2215,Eating & Drinking,42.3508,-71.1029,Fenway/Kenmore
Fresh Life Cafe @ Tuft's Medical Ctr.,750 Washington,2111,Eating & Drinking w/ Take Out,42.3501,-71.0631,No Details
Fresh Press Boston,1 Federal,2110,Eating & Drinking,42.3561,-71.057,Downtown Boston
Friendly's,100 Terminal,2128,Eating & Drinking w/ Take Out,42.3645,-71.0218,East Boston
Friendship BBQ,40 Harrison,2111,Eating & Drinking,42.3517,-71.061,No Details
Frio Rico,360 Bennington,2128,Eating & Drinking w/ Take Out,42.3798,-71.0266,East Boston
Fromage,399 Broadway,2127,Eating & Drinking,42.338,-71.0501,South Boston
Froyo World,157 Harvard,2134,Eating & Drinking w/ Take Out,42.3516,-71.1319,Allston
Fuel America,114 Western,2134,Eating & Drinking w/ Take Out,42.3632,-71.1245,Allston
Fuel America,152 Chestnut Hill,2135,Eating & Drinking,42.3415,-71.1543,Brighton
Fuji at HSP,100 High,2110,Eating & Drinking,42.3544,-71.0554,Downtown Boston
Futago Udon,512 Park,2215,Eating & Drinking,42.3478,-71.1059,Cambridge
Ga Ga Seafood Restaurant,23 Tyler,2111,Eating & Drinking,42.3507,-71.061,No Details
GALLERIA UMBERTO,287 Hanover,2113,Eating & Drinking w/ Take Out,42.3637,-71.0542,North End
Galway House,704 Centre,2140,Eating & Drinking,42.3116,-71.1142,Jamaica Plain
Garden Halal Restaurant,96 Blackstone,2109,Eating & Drinking,42.3615,-71.0564,No Details
Gelato & Chill,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
Genji Sushi #10087,181 Cambridge,2114,Eating & Drinking w/ Take Out,42.3621,-71.066,West End
Genki Ya of Boston,232 Tremont,2116,Eating & Drinking w/ Take Out,42.3512,-71.0646,No Details
Ghost Pepper,120 Savin Hill,2125,Eating & Drinking,42.3116,-71.0533,Dorchester
Giacomo's,431 Columbus,2116,Eating & Drinking,42.3441,-71.0778,South End
Giacomo's Ristorante,353 Hanover,2113,Eating & Drinking,42.3646,-71.0534,North End
Gillette Cafeteria,1 Gillette,2127,Eating & Drinking,42.3439,-71.0567,South Boston
Ginger Exchange,1625 Tremont,2120,Eating & Drinking,42.3339,-71.1035,Mission Hill
Ginger Exchange,250 Huntington,2115,Eating & Drinking,42.3422,-71.085,Fenway/Kenmore
Glenn's Kreme & Kone,308 Congress,2210,Eating & Drinking w/ Take Out,42.352,-71.0498,South Boston
Gogo Ya,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
Golden Krust Caribbean Bakery & Grill,1614 Blue Hill,2126,Eating & Drinking w/ Take Out,42.2689,-71.0934,Mattapan
Gong Cha,154 Harvard,2134,Eating & Drinking,42.3517,-71.1315,Allston
Gong Cha,270 Newbury,2116,Eating & Drinking w/ Take Out,42.3491,-71.0833,Back Bay
Gong Cha,281 Huntington,2115,Eating & Drinking,42.342,-71.0865,Fenway/Kenmore
Gong Cha,40 Harrison,2111,Eating & Drinking w/ Take Out,42.3517,-71.061,No Details
Good Eats,1002 Tremont,2120,Eating & Drinking w/ Take Out,42.3368,-71.0846,South End
Goulston & Storrs,390 Atlantic,2110,Eating & Drinking,42.3629,-71.0513,North End
Gourmet China House,55 Beach,2111,Eating & Drinking,42.3512,-71.0607,No Details
Gourmet Fish,2 Fairmount,2136,Eating & Drinking w/ Take Out,42.2558,-71.1209,Hyde Park
Grace Note Coffee,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Gracenote Coffee,108 Lincoln,2111,Eating & Drinking w/ Take Out,42.3515,-71.0581,Downtown Boston
Grainmaker,91 Summer,2110,Eating & Drinking,42.3537,-71.0585,Downtown Boston
Granary Tavern,168 Milk,2109,Eating & Drinking,42.3587,-71.0526,Downtown Boston
GrandTen Distilling,383 Dorchester,2127,Eating & Drinking,42.3351,-71.0573,South Boston
GRASSHOPPER VEGETARIAN,1 Beacon,2134,Eating & Drinking,42.3538,-71.1375,Allston
Gre.Co,225 Newbury,2116,Eating & Drinking w/ Take Out,42.35,-71.0817,Back Bay
GREAT BARBECU INC.,15 Hudson,2111,Eating & Drinking w/ Take Out,42.3507,-71.0602,No Details
Great Chef,390 Chelsea,2128,Eating & Drinking w/ Take Out,42.3795,-71.0279,East Boston
Great Taste Bakery and Restaurant,61 Beach,2111,Eating & Drinking,42.3511,-71.0602,No Details
Great Wok,1284 Massachusetts,2125,Eating & Drinking w/ Take Out,42.321,-71.0617,Dorchester
GreCo,1 Milk,2110,Eating & Drinking,42.3568,-71.0586,Downtown Boston
Greek Pizza,1132 Blue Hill,2124,Eating & Drinking w/ Take Out,42.2855,-71.0907,Mattapan
GREEN DRAGON TAVERN,11 Marshall,2108,Eating & Drinking,42.3615,-71.0568,No Details
Green T Coffee Shop,873 South,2131,Eating & Drinking w/ Take Out,42.2889,-71.1339,Roslindale
GREENHILLS BAKERY,780 Adams,2122,Eating & Drinking w/ Take Out,42.2833,-71.0556,Dorchester
Greystone Cafe  Bakery  and Provisions,123 Appleton,2116,Eating & Drinking,42.3453,-71.0746,South End
GRILL 23 AND BAR,161 Berkeley,2116,Eating & Drinking,42.3494,-71.0719,Back Bay
GROTTO,37 Bowdoin,2114,Eating & Drinking,42.3599,-71.0631,Beacon Hill
Guira and Tambora Restaurant,4014 Washington,2131,Eating & Drinking,42.2918,-71.1222,Roslindale
Guy Fieri's Tequilla Cocina,100 Causeway,2114,Eating & Drinking,42.3652,-71.0612,West End
Gyro City,167 Chestnut Hill,2135,Eating & Drinking,42.3419,-71.1546,Brighton
Gyroscope/Sprout/Bos Hse of Pizza,305 Huntington,2115,Eating & Drinking,42.3413,-71.0873,Fenway/Kenmore
HABANERO MEXICAN GRILL  INC.,166 Brighton,2134,Eating & Drinking w/ Take Out,42.3529,-71.1328,Allston
Habibi's Lounge,1213 Commonwealth,2134,Eating & Drinking,42.3508,-71.1307,Allston
Haju Kitchen,175 Massachusetts,2115,Eating & Drinking,42.3458,-71.0874,Fenway/Kenmore
Halal Indian Cuisine,736 Huntington,2115,Eating & Drinking,42.3337,-71.1053,Mission Hill
haley henry wine bar,45 Province,2108,Eating & Drinking,42.357,-71.0602,Downtown Boston
Haley Janes,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Hampshire House Butcher Block,84 Beacon,2108,Eating & Drinking,42.356,-71.0713,Beacon Hill
HAMPTON INN & SUITES BOSTON,811 Massachusetts,2119,Eating & Drinking,42.3323,-71.074,South End
HAN,186 Harvard,2134,Eating & Drinking,42.351,-71.1311,Allston
Happy Lemon,3193 Washington,2130,Eating & Drinking w/ Take Out,42.3128,-71.1015,Roxbury
Harbor Life Cafe,296 State,2110,Eating & Drinking w/ Take Out,42.3601,-71.0509,North End
HARBORSIDE INN OF BOSTON,185 State,2109,Eating & Drinking,42.3593,-71.0529,Downtown Boston
Harborview Cafe,250 Atlantic,2110,Eating & Drinking,42.3569,-71.0504,North End
Harp & Bard,1097 Dorchester,2125,Eating & Drinking,42.3131,-71.0574,Dorchester
Harpoon,100 Terminal,2128,Eating & Drinking,42.3645,-71.0218,East Boston
Harpoon Brewery Beer Hall,306 Northern,2210,Eating & Drinking,42.3469,-71.0342,South Boston
Hong Kong Eatery,79 Harrison,2111,Eating & Drinking,42.351,-71.0616,No Details
Harry's Bar & Grill,1430 Commonwealth,2135,Eating & Drinking,42.3492,-71.1396,Allston
HARVARD BUS./ALDRICH HALL,35 Harvard,2163,Eating & Drinking,42.3659,-71.1221,Allston
HARVARD BUS./BAKER FACULTY,25 Harvard,2163,Eating & Drinking,42.3664,-71.1228,Allston
HARVARD CLUB OF BOSTON,374 Commonwealth,2215,Eating & Drinking,42.3495,-71.0894,Back Bay
Harvard Gardens,310 Cambridge,2114,Eating & Drinking,42.3609,-71.069,Beacon Hill
Hava (basement at Wilbur Theatre),246 Tremont,2116,Eating & Drinking,42.3507,-71.0647,No Details
HEBREW REHAB CENTER,1200 Centre,2131,Eating & Drinking,42.2967,-71.1307,Roslindale
Hebrew Rehab Center 6th. Fl.,1200 Centre,2131,Eating & Drinking,42.2967,-71.1307,Roslindale
Hei La Moon Restaurant,88 Beach,2111,Eating & Drinking,42.3513,-71.0598,No Details
Heidi's House of Coffee,350 Longwood,2115,Eating & Drinking w/ Take Out,42.3391,-71.1081,Fenway/Kenmore
Hen Chicken Rice,190 High,2110,Eating & Drinking,42.3567,-71.0523,Downtown Boston
HENNESSY'S OF BOSTON,25 Union,2109,Eating & Drinking,42.361,-71.0567,No Details
HERRERA'S MEXICAN GRILL  INC.,11 Temple,2111,Eating & Drinking w/ Take Out,42.3553,-71.0625,Beacon Hill
HIDDEN KITCHEN,535 Albany,2118,Eating & Drinking,42.3384,-71.0669,South End
HIGHLAND TAP OF BOSTON INC.,2121 Washington,2119,Eating & Drinking,42.332,-71.082,Roxbury
Hills Deli,3696 Washington,2130,Eating & Drinking,42.3006,-71.1127,Roslindale
Hilton Boston Back Bay Coffee Bar,40 Dalton,2115,Eating & Drinking,42.3464,-71.0853,Fenway/Kenmore
HILTON BOSTON FINANCIAL DISTRICT,89 Broad,2110,Eating & Drinking,42.3574,-71.0532,Downtown Boston
Himayalan Bistro,1735 Centre,2132,Eating & Drinking,42.2875,-71.1497,Roxbury
Hissho Sushi & Mein Bowl,100 William T Morrissey,2125,Eating & Drinking w/ Take Out,42.3131,-71.0389,Dorchester
Hissho Sushi @ Stop & Shop,60 Everett,2134,Eating & Drinking w/ Take Out,42.3565,-71.1392,Allston
Hojoko,1271 Boylston,2215,Eating & Drinking,42.3452,-71.0968,Fenway/Kenmore
Home Run Cafe,1269 Massachusetts,2125,Eating & Drinking,42.3215,-71.0626,Dorchester
Home Stead,1448 Dorchester,2122,Eating & Drinking,42.3012,-71.0597,Dorchester
Honeycomb Cafe,107 Savin Hill,2125,Eating & Drinking w/ Take Out,42.3116,-71.054,Dorchester
Honeygrow,100 Northern,2210,Eating & Drinking,42.3529,-71.0431,South Boston
Hong Kong 888 Cafe,888 South,2132,Eating & Drinking w/ Take Out,42.2886,-71.1343,Roslindale
HONG KONG CHEF,889 Dorchester,2125,Eating & Drinking w/ Take Out,42.3201,-71.0569,Dorchester
Hong Kong Harbor,5 Maverick,2128,Eating & Drinking w/ Take Out,42.3689,-71.0393,East Boston
Hostelling International Boston,25 Stuart,2116,Eating & Drinking,42.3512,-71.0636,No Details
Hot Pot Buffet,70 Beach,2111,Eating & Drinking,42.3514,-71.0599,No Details
Hotel Aka Back Bay-Hotel,154 Berkeley,2116,Eating & Drinking,42.3492,-71.0724,Back Bay
HOUSE OF SIAM,542 Columbus,2118,Eating & Drinking,42.3414,-71.0803,South End
Howl at the Moon,184 High,2110,Eating & Drinking,42.3567,-71.0526,Downtown Boston
Hudson Coffee Terminal E Food Court,1 Harborside,2128,Eating & Drinking w/ Take Out,42.3634,-71.0257,East Boston
Humoveh,100 High,2110,Eating & Drinking w/ Take Out,42.3544,-71.0554,Downtown Boston
Hunter's,110 Dorchester,2127,Eating & Drinking,42.3351,-71.046,South Boston
Huong Que Vietnamese Restaurant,272 Adams,2122,Eating & Drinking,42.2999,-71.0584,Dorchester
HURRICANE O'REILLY'S,150 Canal,2114,Eating & Drinking,42.3648,-71.0608,West End
HYATT CONF. & HOTEL (FS),101 Harborside,2128,Eating & Drinking,42.3592,-71.0272,East Boston
Hyatt Place Boston/Seaport District,295 Northern,2210,Eating & Drinking,42.3478,-71.0372,South Boston
Hyatt Regency Boston,1 Avenue De Lafayette,2111,Eating & Drinking,42.3533,-71.0613,Downtown Boston
Ichiban Yakitori Sushi House,14 Westland,2115,Eating & Drinking,42.3432,-71.0867,Fenway/Kenmore
Icon,100 Warrenton,2116,Eating & Drinking,42.3508,-71.0662,No Details
